"Kod"	"Överordnad kod"	"Titel"	"Beskrivning"	"Innefattar"	"Utesluter"	"Relaterad ICF-kod"
"ST2.AU.ZZ"	"ST2"	"Inhämtning av uppgifter, från annan, om utbildning"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att engagera sig och utföra sådana uppgifter och handlingar som krävs vid utbildning"	""	""	"d810-d839"
"ST2.AV.ZZ"	"ST2"	"Uppföljande samtal om utbildning"	"Samtal som görs för att följa upp förmågan – att engagera sig och utföra sådana uppgifter och handlingar som krävs vid utbildning – i relation till mål och måluppfyllelse"	""	""	"d810-d839"
"ST2.PH.ZZ"	"ST2"	"Färdighetsträning i utbildning"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att engagera sig och utföra sådana uppgifter och handlingar som krävs vid utbildning – genom praktiska övningar i relevant miljö"	""	""	"d810-d839"
"ST2.PN.ZZ"	"ST2"	"Råd eller information om utbildning"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av eller bibehållande av förmågan att engagera sig och utföra sådana uppgifter och handlingar som krävs vid utbildning – i relation till hälsa (eller risker)"	""	""	"d810-d839"
"ST2.PU.ZZ"	"ST2"	"Stödjande samtal om utbildning"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra problem och svårigheter som uppstår genom det dagliga livets krav och individens förmåga att engagera sig och utföra sådana uppgifter och handlingar som krävs vid utbildning"	""	""	"d810-d839"
"ST2.RB.ZZ"	"ST2"	"Praktiskt stöd i utbildning"	"Aktivitet att praktiskt stödja eller guida individen i att engagera sig och utföra sådana uppgifter och handlingar som krävs vid utbildning"	""	""	"d810-d839"
"ST2.RC.ZZ"	"ST2"	"Emotionellt stöd i utbildning"	"Aktivitet att känslomässigt stödja eller motivera individen i att engagera sig och utföra sådana uppgifter och handlingar som krävs vid utbildning"	""	""	"d810-d839"
"ST2.SZ.ZZ"	"ST2"	"Stöd i utbildning"	"Ospecificerad individstödjande aktivitet i att engagera sig och utföra sådana uppgifter och handlingar som krävs vid utbildning"	""	""	"d810-d839"
"SU2"	"ST-SV"	"Arbete och sysselsättning"	"Att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning"	""	""	"d840-d859"
"SU2.AA.ZZ"	"SU2"	"Bedömning av arbete och sysselsättning"	"Bedömning av förmågan – att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning – samt bedömning av behov av insatser, grundat på insamlad information"	"bedömning av att skaffa, behålla och sluta ett arbete (SUD.AA.ZZ)"	""	"d840-d859"
"SU2.AC.ZZ"	"SU2"	"Manualbaserat test eller samtal om arbete och sysselsättning"	"Manualbaserat test eller samtal för att utreda eller följa upp förmågan att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning"	"manualbaserat test eller samtal om att skaffa, behålla och sluta ett arbete (SUD.AC.ZZ)"	""	"d840-d859"
"SU2.AM.ZZ"	"SU2"	"Observation av arbete och sysselsättning"	"Iakttagelser för att utreda eller följa upp förmågan att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning"	"observation om att skaffa, behålla och sluta ett arbete (SUD.AM.ZZ)"	""	"d840-d859"
"SU2.AS.ZZ"	"SU2"	"Utredande samtal om arbete och sysselsättning"	"Samtal som görs för att utreda förmågan att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning"	"utredande samtal att skaffa, behålla och sluta ett arbete (SUD.AS.ZZ)"	""	"d840-d859"
"SU2.AT.ZZ"	"SU2"	"Inhämtning av uppgifter, från professionell, om arbete och sysselsättning"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om förmågan att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning"	"inhämtning av uppgifter, från professionell, om att skaffa, behålla och sluta ett arbete (SUD.AT.ZZ)"	""	"d840-d859"
"SU2.AU.ZZ"	"SU2"	"Inhämtning av uppgifter, från annan, om arbete och sysselsättning"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning"	"inhämtning av uppgifter, från annan, att skaffa, behålla och sluta ett arbete (SUD.AU.ZZ)"	""	"d840-d859"
"SU2.AV.ZZ"	"SU2"	"Uppföljande samtal om arbete och sysselsättning"	"Samtal som görs för att följa upp förmågan – att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning – i relation till mål och måluppfyllelse"	"uppföljande samtal att skaffa, behålla och sluta ett arbete (SUD.AV.ZZ)"	""	"d840-d859"
"SU2.PH.ZZ"	"SU2"	"Färdighetsträning i arbete och sysselsättning"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning – genom praktiska övningar i relevant miljö"	"färdighetsträning i att skaffa, behålla och sluta ett arbete (SUD.PH.ZZ)"	""	"d840-d859"
"SU2.PN.ZZ"	"SU2"	"Råd eller information om arbete och sysselsättning"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av eller bibehållande av förmågan att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning – i relation till hälsa (eller risker)"	"råd eller information om att skaffa, behålla och sluta ett arbete (SUD.PN.ZZ)"	""	"d840-d859"
"SU2.PU.ZZ"	"SU2"	"Stödjande samtal om arbete och sysselsättning"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra problem och svårigheter som uppstår genom det dagliga livets krav och individens förmåga att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning"	"stödjande samtal om att skaffa, behålla och sluta ett arbete (SUD.PU.ZZ)"	""	"d840-d859"
"SU2.RB.ZZ"	"SU2"	"Praktiskt stöd i arbete och sysselsättning"	"Aktivitet att praktiskt stödja eller guida individen i att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning"	"praktiskt stöd i att skaffa, behålla och sluta ett arbete (SUD.RB.ZZ)"	""	"d840-d859"
"SU2.RC.ZZ"	"SU2"	"Emotionellt stöd i arbete och sysselsättning"	"Aktivitet att känslomässigt stödja eller motivera individen i att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning"	"emotionellt stöd i att skaffa, behålla och sluta ett arbete (SUD.RC.ZZ)"	""	"d840-d859"
"SU2.SZ.ZZ"	"SU2"	"Stöd i arbete och sysselsättning"	"Ospecificerad individstödjande aktivitet i att engagera sig och utföra sådana uppgifter handlingar som krävs vid arbete och sysselsättning"	"stöd i att skaffa, behålla och sluta ett arbete (SUD.SZ.ZZ)"	""	"d840-d859"
"SUD"	"ST-SV"	"Att skaffa, behålla och sluta ett arbete"	"Att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete"	""	""	"d845"
"SUD.AA.ZZ"	"SUD"	"Bedömning av att skaffa, behålla och sluta ett arbete"	"Bedömning av förmågan – att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete – samt bedömning av behov av insatser, grundat på insamlad information"	""	""	"d845"
"SUD.AC.ZZ"	"SUD"	"Manualbaserat test eller samtal om att skaffa, behålla och sluta ett arbete"	"Manualbaserat test eller samtal för att utreda eller följa upp förmågan att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete"	""	""	"d845"
"SUD.AM.ZZ"	"SUD"	"Observation av att skaffa, behålla och sluta ett arbete"	"Iakttagelser för att utreda eller följa upp förmågan att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete"	""	""	"d845"
"SUD.AS.ZZ"	"SUD"	"Utredande samtal om att skaffa, behålla och sluta ett arbete"	"Samtal som görs för att utreda förmågan att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete"	""	""	"d845"
"SUD.AT.ZZ"	"SUD"	"Inhämtning av uppgifter, från professionell, om att skaffa, behålla och sluta ett arbete"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om förmågan att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete"	""	""	"d845"
"SUD.AU.ZZ"	"SUD"	"Inhämtning av uppgifter, från annan, om att skaffa, behålla och sluta ett arbete"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete"	""	""	"d845"
"SUD.AV.ZZ"	"SUD"	"Uppföljande samtal om att skaffa, behålla och sluta ett arbete"	"Samtal som görs för att följa upp förmågan – att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete – i relation till mål och måluppfyllelse"	""	""	"d845"
"SUD.PH.ZZ"	"SUD"	"Färdighetsträning i att skaffa, behålla och sluta ett arbete"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete – genom praktiska övningar i relevant miljö"	""	""	"d845"
"SUD.PN.ZZ"	"SUD"	"Råd eller information om att skaffa, behålla och sluta ett arbete"	"Aktivitet att ge råd eller information som uppmuntrar en förändring av eller bibehållande av förmågan att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete – i relation till hälsa (eller risker)"	""	""	"d845"
"SUD.PU.ZZ"	"SUD"	"Stödjande samtal om att skaffa, behålla och sluta ett arbete"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra problem och svårigheter som uppstår genom det dagliga livets krav och individens förmåga att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete"	""	""	"d845"
"SUD.RB.ZZ"	"SUD"	"Praktiskt stöd i att skaffa, behålla och sluta ett arbete"	"Aktivitet att praktiskt stödja eller guida individen i att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete"	""	""	"d845"
"SUD.RC.ZZ"	"SUD"	"Emotionellt stöd i att skaffa, behålla och sluta ett arbete"	"Aktivitet att känslomässigt stödja eller motivera individen i att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete"	""	""	"d845"
"SUD.SZ.ZZ"	"SUD"	"Stöd i att skaffa, behålla och sluta ett arbete"	"Ospecificerad individstödjande aktivitet i att söka, finna och välja sysselsättning, anställas och acceptera anställning, bibehålla och avancera i ett arbete, affärsrörelse, yrke eller profession och att på ett lämpligt sätt sluta ett arbete"	""	""	"d845"
"SV2"	"ST-SV"	"Ekonomiskt liv"	"Att engagera sig och utföra sådana uppgifter och handlingar som krävs vid ekonomiska transaktioner samt ha kontroll över ekonomiska resurser"	""	""	"d860-d879"
"SV2.AA.ZZ"	"SV2"	"Bedömning av ekonomiskt liv"	"Bedömning av förmågan – att engagera sig och utföra sådana uppgifter och handlingar som krävs vid ekonomiska transaktioner samt ha kontroll över ekonomiska resurser – samt bedömning av behov av insatser, grundat på insamlad information"	"bedömning av grundläggande ekonomiska transaktioner (SVA.AA.ZZ); komplexa ekonomiska transaktioner (SVD.AA.ZZ) ekonomisk självförsörjning (SVG.AA.ZZ)"	""	"d860-d879"
"SV2.AC.ZZ"	"SV2"	"Manualbaserat test eller samtal om ekonomiskt liv"	"Manualbaserat test eller samtal för att utreda eller följa upp förmågan att engagera sig och utföra sådana uppgifter och handlingar som krävs vid ekonomiska transaktioner samt ha kontroll över ekonomiska resurser"	"manualbaserat test eller samtal om grundläggande ekonomiska transaktioner (SVA.AC.ZZ); komplexa ekonomiska transaktioner (SVG.AC.ZZ); ekonomisk självförsörjning (SVG.AC.ZZ)"	""	"d860-d879"
"SV2.AM.ZZ"	"SV2"	"Observation av ekonomiskt liv"	"Iakttagelser för att utreda eller följa upp förmågan att engagera sig och utföra sådana uppgifter och handlingar som krävs vid ekonomiska transaktioner samt ha kontroll över ekonomiska resurser"	"observation av grundläggande ekonomiska transaktioner (SVA.AM.ZZ); komplexa ekonomiska transaktioner (SVD.AM.ZZ); ekonomisk självförsörjning (SVG.AM.ZZ)"	""	"d860-d879"
"SV2.AS.ZZ"	"SV2"	"Utredande samtal om ekonomiskt liv"	"Samtal som görs för att utreda förmågan att engagera sig och utföra sådana uppgifter och handlingar som krävs vid ekonomiska transaktioner samt ha kontroll över ekonomiska resurser"	"utredande samtal om grundläggande ekonomiska transaktioner (SVA.AS.ZZ); komplexa ekonomiska transaktioner (SVD.AS.ZZ); ekonomisk självförsörjning (SVG.AS.ZZ)"	""	"d860-d879"
"SV2.AT.ZZ"	"SV2"	"Inhämtning av uppgifter, från professionell, om ekonomiskt liv"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om förmågan att engagera sig och utföra sådana uppgifter och handlingar som krävs vid ekonomiska transaktioner samt ha kontroll över ekonomiska resurser"	"inhämtning av uppgifter, från professionell, grundläggande ekonomiska transaktioner (SVA.AT.ZZ); komplexa ekonomiska transaktioner (SVD.AT.ZZ); om ekonomisk självförsörjning (SVG.AT.ZZ)"	""	"d860-d879"
"SV2.AU.ZZ"	"SV2"	"Inhämtning av uppgifter, från annan, om ekonomiskt liv"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att engagera sig och utföra sådana uppgifter och handlingar som krävs vid ekonomiska transaktioner samt ha kontroll över ekonomiska resurser"	"inhämtning av uppgifter, från annan (t.ex. närstående), om grundläggande ekonomiska transaktioner (SVA.AU.ZZ); komplexa ekonomiska transaktioner (SVD.AU.ZZ); om ekonomisk självförsörjning (SVG.AU.ZZ)"	""	"d860-d879"
