"Kod"	"Överordnad kod"	"Titel"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Anmärkning"	"Relaterad ICF-kod"	"Relaterad ICD-10-SE-kod"
"SA700"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA701"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA702"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA703"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA704"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA710"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA711"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA712"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA713"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA714"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA720"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA721"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA722"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA723"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA724"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA730"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA731"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA732"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA733"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA734"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA740"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA741"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA742"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA743"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA744"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA800"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA801"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA802"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA803"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA804"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA810"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA811"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA812"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA813"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA814"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA820"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA821"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA822"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA823"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA824"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA830"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA831"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA832"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA833"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA834"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA840"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA841"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA842"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA843"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA844"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ”Rapid sequence induction” oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA900"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, t.ex. trakeostoma. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA901"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, t.ex. trakeostoma. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA902"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, t.ex. trakeostoma. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
"SA903"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, t.ex. trakeostoma. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"	""	""	""	""	""	""	""
"SA904"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, t.ex. trakeostoma. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional"	""	""	""	""	""	""	""
"SA910"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, t.ex. trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen"	""	""	""	""	""	""	""
"SA911"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, t.ex. trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst"	""	""	""	""	""	""	""
"SA912"	"SA"	"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, t.ex. trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation"	""	""	""	""	""	""	""
